순위,시군구,위치,학교명,학교유형,응시자수,평균,국어,영어,수학,특목고진학률,대학교진학률,진학수,졸업자수,위도,경도
13,중랑구,중랑구 망우동,봉화중학교,중학교,134,54.2,76.1,43.4,43.3,0,,0,95,37.59582753,127.1043156
14,중랑구,중랑구 망우동,동원중학교,중학교,109,51.9,77,37.6,41.3,0.9,,1,107,37.60380725,127.1094981
1,중랑구,중랑구 망우동,혜원여자고등학교,고등학교,339,85.6,88.9,87.9,80,,47.9,103,215,37.59327987,127.0970427
2,중랑구,중랑구 묵동,원묵고등학교,고등학교,310,84.5,86.2,87.1,80.3,,51.7,119,230,37.61523231,127.0855078
3,중랑구,중랑구 묵동,태릉고등학교,고등학교,315,67.7,66.3,70.8,66,,42.7,101,236,37.61916383,127.0855576
4,중랑구,중랑구 망우동,송곡여자고등학교,고등학교,262,65.2,74.8,74.8,46.2,,45.1,107,237,37.60668904,127.1051455
5,중랑구,중랑구 중화동,중화고등학교,고등학교,259,61.1,66.8,59.9,56.8,,37,66,178,37.60481461,127.0836541
6,중랑구,중랑구 망우본동,송곡고등학교,고등학교,287,57.7,63.4,59.2,50.5,,52,114,219,37.60584544,127.1064637
7,중랑구,중랑구 상봉동,신현고등학교,고등학교,260,54.1,58.5,58.6,45.4,,44.6,87,195,37.60524904,127.0929499
8,중랑구,중랑구 면목동,면목고등학교,고등학교,262,54,56.1,56.5,49.4,,44.9,84,187,37.58466341,127.0972706
